Date : 2024-06-27 16:50:48
Directory : /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/oopsdance
Total : 4086 files,  -1781096 codes, -957629 comments, -120346 blanks, all -2859071 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
+------------------+------------+------------+------------+------------+------------+
| reStructuredText |          3 |        -51 |          0 |        -15 |        -66 |
| Properties       |          2 |        -54 |        -97 |        -51 |       -202 |
| Shell Script     |          2 |        -54 |        -19 |        -25 |        -98 |
| Markdown         |          4 |        -82 |          0 |        -24 |       -106 |
| PowerShell       |          1 |       -108 |       -106 |        -34 |       -248 |
| XML              |         32 |       -880 |         -1 |        -30 |       -911 |
| C++              |          4 |       -889 |       -227 |       -153 |     -1,269 |
| TSV              |          4 |     -1,405 |          0 |         -4 |     -1,409 |
| C                |          1 |     -2,602 |        -96 |       -239 |     -2,937 |
| HTML             |        227 |     -4,691 |        -19 |       -700 |     -5,410 |
| PostCSS          |         24 |     -6,100 |       -146 |     -1,115 |     -7,361 |
| JavaScript       |        109 |    -25,003 |     -6,482 |     -5,974 |    -37,459 |
| Python           |      3,172 |   -534,864 |   -190,956 |   -111,977 |   -837,797 |
| JSON             |        501 | -1,204,313 |   -759,480 |         -5 | -1,963,798 |
+------------------+------------+------------+------------+------------+------------+

Directories
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                                                       | files      | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                                                          |      4,086 | -1,781,096 |   -957,629 |   -120,346 | -2,859,071 |
| ..                                                                                                                                                                         |      4,086 | -1,781,096 |   -957,629 |   -120,346 | -2,859,071 |
| .. (Files)                                                                                                                                                                 |          1 |        -15 |         -3 |         -5 |        -23 |
| ../env                                                                                                                                                                     |      4,085 | -1,781,081 |   -957,626 |   -120,341 | -2,859,048 |
| ../env (Files)                                                                                                                                                             |          1 |         -5 |          0 |         -1 |         -6 |
| ../env/bin                                                                                                                                                                 |          3 |       -162 |       -125 |        -59 |       -346 |
| ../env/lib                                                                                                                                                                 |      4,081 | -1,780,914 |   -957,501 |   -120,281 | -2,858,696 |
| ../env/lib/python3.12                                                                                                                                                      |      4,081 | -1,780,914 |   -957,501 |   -120,281 | -2,858,696 |
| ../env/lib/python3.12/site-packages                                                                                                                                        |      4,081 | -1,780,914 |   -957,501 |   -120,281 | -2,858,696 |
| ../env/lib/python3.12/site-packages (Files)                                                                                                                                |          4 |     -3,586 |     -2,552 |       -875 |     -7,013 |
| ../env/lib/python3.12/site-packages/MySQLdb                                                                                                                                |         14 |     -4,353 |       -524 |       -490 |     -5,367 |
| ../env/lib/python3.12/site-packages/MySQLdb (Files)                                                                                                                        |          8 |     -3,382 |       -484 |       -472 |     -4,338 |
| ../env/lib/python3.12/site-packages/MySQLdb/constants                                                                                                                      |          6 |       -971 |        -40 |        -18 |     -1,029 |
| ../env/lib/python3.12/site-packages/_distutils_hack                                                                                                                        |          2 |       -127 |        -45 |        -51 |       -223 |
| ../env/lib/python3.12/site-packages/amqp                                                                                                                                   |         14 |     -2,480 |     -2,439 |       -568 |     -5,487 |
| ../env/lib/python3.12/site-packages/apiclient                                                                                                                              |          1 |        -19 |         -3 |         -6 |        -28 |
| ../env/lib/python3.12/site-packages/asgiref                                                                                                                                |         10 |     -1,118 |       -372 |       -247 |     -1,737 |
| ../env/lib/python3.12/site-packages/billiard                                                                                                                               |         28 |     -6,918 |       -875 |     -1,715 |     -9,508 |
| ../env/lib/python3.12/site-packages/billiard (Files)                                                                                                                       |         26 |     -6,792 |       -806 |     -1,650 |     -9,248 |
| ../env/lib/python3.12/site-packages/billiard/dummy                                                                                                                         |          2 |       -126 |        -69 |        -65 |       -260 |
| ../env/lib/python3.12/site-packages/cachetools                                                                                                                             |          3 |       -727 |        -90 |       -204 |     -1,021 |
| ../env/lib/python3.12/site-packages/celery                                                                                                                                 |        158 |    -25,785 |     -8,429 |     -6,309 |    -40,523 |
| ../env/lib/python3.12/site-packages/celery (Files)                                                                                                                         |         13 |     -4,322 |     -2,420 |     -1,170 |     -7,912 |
| ../env/lib/python3.12/site-packages/celery/app                                                                                                                             |         16 |     -3,783 |     -1,874 |       -799 |     -6,456 |
| ../env/lib/python3.12/site-packages/celery/apps                                                                                                                            |          4 |       -818 |        -77 |       -164 |     -1,059 |
| ../env/lib/python3.12/site-packages/celery/backends                                                                                                                        |         22 |     -3,964 |       -786 |       -969 |     -5,719 |
| ../env/lib/python3.12/site-packages/celery/backends (Files)                                                                                                                |         19 |     -3,652 |       -757 |       -888 |     -5,297 |
| ../env/lib/python3.12/site-packages/celery/backends/database                                                                                                               |          3 |       -312 |        -29 |        -81 |       -422 |
| ../env/lib/python3.12/site-packages/celery/bin                                                                                                                             |         18 |     -2,272 |       -289 |       -458 |     -3,019 |
| ../env/lib/python3.12/site-packages/celery/concurrency                                                                                                                     |          8 |     -1,518 |       -336 |       -312 |     -2,166 |
| ../env/lib/python3.12/site-packages/celery/contrib                                                                                                                         |         14 |     -1,052 |       -505 |       -283 |     -1,840 |
| ../env/lib/python3.12/site-packages/celery/contrib (Files)                                                                                                                 |          6 |       -526 |       -402 |       -167 |     -1,095 |
| ../env/lib/python3.12/site-packages/celery/contrib/django                                                                                                                  |          2 |         -8 |         -7 |         -8 |        -23 |
| ../env/lib/python3.12/site-packages/celery/contrib/testing                                                                                                                 |          6 |       -518 |        -96 |       -108 |       -722 |
| ../env/lib/python3.12/site-packages/celery/events                                                                                                                          |          8 |     -1,378 |       -260 |       -290 |     -1,928 |
| ../env/lib/python3.12/site-packages/celery/fixups                                                                                                                          |          2 |       -147 |        -24 |        -48 |       -219 |
| ../env/lib/python3.12/site-packages/celery/loaders                                                                                                                         |          4 |       -217 |        -66 |        -67 |       -350 |
| ../env/lib/python3.12/site-packages/celery/security                                                                                                                        |          5 |       -222 |        -53 |        -81 |       -356 |
| ../env/lib/python3.12/site-packages/celery/utils                                                                                                                           |         23 |     -3,032 |     -1,179 |       -927 |     -5,138 |
| ../env/lib/python3.12/site-packages/celery/utils (Files)                                                                                                                   |         20 |     -2,836 |     -1,055 |       -872 |     -4,763 |
| ../env/lib/python3.12/site-packages/celery/utils/dispatch                                                                                                                  |          2 |       -191 |       -119 |        -50 |       -360 |
| ../env/lib/python3.12/site-packages/celery/utils/static                                                                                                                    |          1 |         -5 |         -5 |         -5 |        -15 |
| ../env/lib/python3.12/site-packages/celery/worker                                                                                                                          |         21 |     -3,060 |       -560 |       -741 |     -4,361 |
| ../env/lib/python3.12/site-packages/celery/worker (Files)                                                                                                                  |         11 |     -2,155 |       -365 |       -526 |     -3,046 |
| ../env/lib/python3.12/site-packages/celery/worker/consumer                                                                                                                 |         10 |       -905 |       -195 |       -215 |     -1,315 |
| ../env/lib/python3.12/site-packages/certifi                                                                                                                                |          3 |        -63 |        -43 |        -27 |       -133 |
| ../env/lib/python3.12/site-packages/cffi                                                                                                                                   |         22 |     -7,314 |     -1,295 |       -943 |     -9,552 |
| ../env/lib/python3.12/site-packages/charset_normalizer                                                                                                                     |         12 |     -4,022 |       -255 |       -539 |     -4,816 |
| ../env/lib/python3.12/site-packages/charset_normalizer (Files)                                                                                                             |         10 |     -3,764 |       -239 |       -509 |     -4,512 |
| ../env/lib/python3.12/site-packages/charset_normalizer/cli                                                                                                                 |          2 |       -258 |        -16 |        -30 |       -304 |
| ../env/lib/python3.12/site-packages/click                                                                                                                                  |         16 |     -5,659 |     -2,918 |     -1,563 |    -10,140 |
| ../env/lib/python3.12/site-packages/click-8.1.7.dist-info                                                                                                                  |          1 |        -23 |          0 |         -6 |        -29 |
| ../env/lib/python3.12/site-packages/click_didyoumean                                                                                                                       |          1 |        -31 |        -24 |        -12 |        -67 |
| ../env/lib/python3.12/site-packages/click_plugins                                                                                                                          |          2 |        -65 |        -55 |        -35 |       -155 |
| ../env/lib/python3.12/site-packages/click_repl                                                                                                                             |          5 |       -478 |        -78 |       -153 |       -709 |
| ../env/lib/python3.12/site-packages/cloudinary                                                                                                                             |         46 |     -8,758 |     -3,590 |     -2,184 |    -14,532 |
| ../env/lib/python3.12/site-packages/cloudinary (Files)                                                                                                                     |         12 |     -2,611 |     -1,007 |       -914 |     -4,532 |
| ../env/lib/python3.12/site-packages/cloudinary/api_client                                                                                                                  |          5 |       -189 |        -61 |        -70 |       -320 |
| ../env/lib/python3.12/site-packages/cloudinary/cache                                                                                                                       |          8 |       -146 |       -166 |        -74 |       -386 |
| ../env/lib/python3.12/site-packages/cloudinary/cache (Files)                                                                                                               |          2 |        -44 |        -57 |        -25 |       -126 |
| ../env/lib/python3.12/site-packages/cloudinary/cache/adapter                                                                                                               |          3 |        -49 |        -57 |        -21 |       -127 |
| ../env/lib/python3.12/site-packages/cloudinary/cache/storage                                                                                                               |          3 |        -53 |        -52 |        -28 |       -133 |
| ../env/lib/python3.12/site-packages/cloudinary/poster                                                                                                                      |          3 |       -358 |       -247 |        -94 |       -699 |
| ../env/lib/python3.12/site-packages/cloudinary/provisioning                                                                                                                |          3 |       -166 |       -297 |        -69 |       -532 |
| ../env/lib/python3.12/site-packages/cloudinary/static                                                                                                                      |         10 |     -5,195 |     -1,810 |       -937 |     -7,942 |
| ../env/lib/python3.12/site-packages/cloudinary/static/cloudinary                                                                                                           |         10 |     -5,195 |     -1,810 |       -937 |     -7,942 |
| ../env/lib/python3.12/site-packages/cloudinary/static/cloudinary/html                                                                                                      |          1 |        -34 |          0 |        -10 |        -44 |
| ../env/lib/python3.12/site-packages/cloudinary/static/cloudinary/js                                                                                                        |          9 |     -5,161 |     -1,810 |       -927 |     -7,898 |
| ../env/lib/python3.12/site-packages/cloudinary/templates                                                                                                                   |          3 |        -27 |          0 |         -5 |        -32 |
| ../env/lib/python3.12/site-packages/cloudinary/templatetags                                                                                                                |          2 |        -66 |         -2 |        -21 |        -89 |
| ../env/lib/python3.12/site-packages/cloudinary_storage                                                                                                                     |         13 |       -531 |        -84 |       -126 |       -741 |
| ../env/lib/python3.12/site-packages/cloudinary_storage (Files)                                                                                                             |          6 |       -379 |        -50 |        -83 |       -512 |
| ../env/lib/python3.12/site-packages/cloudinary_storage/management                                                                                                          |          5 |       -135 |        -33 |        -38 |       -206 |
| ../env/lib/python3.12/site-packages/cloudinary_storage/management (Files)                                                                                                  |          1 |          0 |          0 |         -1 |         -1 |
| ../env/lib/python3.12/site-packages/cloudinary_storage/management/commands                                                                                                 |          4 |       -135 |        -33 |        -37 |       -205 |
| ../env/lib/python3.12/site-packages/cloudinary_storage/templatetags                                                                                                        |          2 |        -17 |         -1 |         -5 |        -23 |
| ../env/lib/python3.12/site-packages/corsheaders                                                                                                                            |          7 |       -368 |        -20 |        -85 |       -473 |
| ../env/lib/python3.12/site-packages/cryptography                                                                                                                           |         92 |    -10,790 |     -1,504 |     -2,732 |    -15,026 |
| ../env/lib/python3.12/site-packages/cryptography (Files)                                                                                                                   |          5 |       -301 |        -24 |       -108 |       -433 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat                                                                                                                    |         78 |     -6,782 |       -955 |     -1,688 |     -9,425 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat (Files)                                                                                                            |          2 |       -267 |        -14 |        -30 |       -311 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/backends                                                                                                           |          6 |     -1,190 |       -128 |       -194 |     -1,512 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/backends (Files)                                                                                                   |          1 |         -5 |         -3 |         -6 |        -14 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/backends/openssl                                                                                                   |          5 |     -1,185 |       -125 |       -188 |     -1,498 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/bindings                                                                                                           |         27 |       -811 |        -95 |       -188 |     -1,094 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/bindings (Files)                                                                                                   |          1 |          0 |         -3 |         -1 |         -4 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/bindings/_rust                                                                                                     |         23 |       -540 |        -66 |       -108 |       -714 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/bindings/_rust (Files)                                                                                             |          7 |       -149 |        -18 |        -28 |       -195 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/bindings/_rust/openssl                                                                                             |         16 |       -391 |        -48 |        -80 |       -519 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/bindings/openssl                                                                                                   |          3 |       -271 |        -26 |        -79 |       -376 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/primitives                                                                                                         |         43 |     -4,514 |       -718 |     -1,276 |     -6,508 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/primitives (Files)                                                                                                 |         11 |       -596 |       -104 |       -238 |       -938 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/primitives/asymmetric                                                                                              |         12 |       -932 |       -351 |       -346 |     -1,629 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/primitives/ciphers                                                                                                 |          5 |       -688 |        -69 |       -220 |       -977 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/primitives/kdf                                                                                                     |          7 |       -565 |        -36 |       -158 |       -759 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/primitives/serialization                                                                                           |          5 |     -1,622 |       -149 |       -280 |     -2,051 |
| ../env/lib/python3.12/site-packages/cryptography/hazmat/primitives/twofactor                                                                                               |          3 |       -111 |         -9 |        -34 |       -154 |
| ../env/lib/python3.12/site-packages/cryptography/x509                                                                                                                      |          9 |     -3,707 |       -525 |       -936 |     -5,168 |
| ../env/lib/python3.12/site-packages/dateutil                                                                                                                               |         18 |     -4,342 |     -2,236 |     -1,071 |     -7,649 |
| ../env/lib/python3.12/site-packages/dateutil (Files)                                                                                                                       |          8 |     -1,728 |       -579 |       -270 |     -2,577 |
| ../env/lib/python3.12/site-packages/dateutil/parser                                                                                                                        |          3 |     -1,173 |       -599 |       -321 |     -2,093 |
| ../env/lib/python3.12/site-packages/dateutil/tz                                                                                                                            |          5 |     -1,329 |       -964 |       -442 |     -2,735 |
| ../env/lib/python3.12/site-packages/dateutil/zoneinfo                                                                                                                      |          2 |       -112 |        -94 |        -38 |       -244 |
| ../env/lib/python3.12/site-packages/django                                                                                                                                 |      1,168 |   -131,523 |    -31,666 |    -26,208 |   -189,397 |
| ../env/lib/python3.12/site-packages/django (Files)                                                                                                                         |          3 |       -115 |        -81 |        -31 |       -227 |
| ../env/lib/python3.12/site-packages/django/apps                                                                                                                            |          3 |       -375 |       -254 |        -89 |       -718 |
| ../env/lib/python3.12/site-packages/django/conf                                                                                                                            |        172 |     -3,043 |     -1,126 |       -453 |     -4,622 |
| ../env/lib/python3.12/site-packages/django/conf (Files)                                                                                                                    |          2 |       -547 |       -321 |       -171 |     -1,039 |
| ../env/lib/python3.12/site-packages/django/conf/locale                                                                                                                     |        167 |     -2,451 |       -784 |       -267 |     -3,502 |
| ../env/lib/python3.12/site-packages/django/conf/locale (Files)                                                                                                             |          1 |       -620 |         -8 |         -2 |       -630 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ar                                                                                                                  |          2 |         -7 |        -13 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ar_DZ                                                                                                               |          2 |        -22 |         -6 |         -3 |        -31 |
| ../env/lib/python3.12/site-packages/django/conf/locale/az                                                                                                                  |          2 |        -23 |         -6 |         -3 |        -32 |
| ../env/lib/python3.12/site-packages/django/conf/locale/bg                                                                                                                  |          2 |         -6 |        -14 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/bn                                                                                                                  |          2 |        -22 |         -9 |         -3 |        -34 |
| ../env/lib/python3.12/site-packages/django/conf/locale/bs                                                                                                                  |          2 |         -8 |        -12 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ca                                                                                                                  |          2 |        -23 |         -6 |         -3 |        -32 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ckb                                                                                                                 |          2 |        -10 |        -10 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/cs                                                                                                                  |          2 |        -33 |         -9 |         -3 |        -45 |
| ../env/lib/python3.12/site-packages/django/conf/locale/cy                                                                                                                  |          2 |        -26 |         -6 |         -3 |        -35 |
| ../env/lib/python3.12/site-packages/django/conf/locale/da                                                                                                                  |          2 |        -19 |         -6 |         -3 |        -28 |
| ../env/lib/python3.12/site-packages/django/conf/locale/de                                                                                                                  |          2 |        -20 |         -8 |         -3 |        -31 |
| ../env/lib/python3.12/site-packages/django/conf/locale/de_CH                                                                                                               |          2 |        -20 |        -13 |         -4 |        -37 |
| ../env/lib/python3.12/site-packages/django/conf/locale/el                                                                                                                  |          2 |        -27 |         -6 |         -3 |        -36 |
| ../env/lib/python3.12/site-packages/django/conf/locale/en                                                                                                                  |          2 |        -40 |        -22 |         -5 |        -67 |
| ../env/lib/python3.12/site-packages/django/conf/locale/en_AU                                                                                                               |          2 |        -26 |        -14 |         -3 |        -43 |
| ../env/lib/python3.12/site-packages/django/conf/locale/en_GB                                                                                                               |          2 |        -26 |        -14 |         -3 |        -43 |
| ../env/lib/python3.12/site-packages/django/conf/locale/en_IE                                                                                                               |          2 |        -30 |         -6 |         -3 |        -39 |
| ../env/lib/python3.12/site-packages/django/conf/locale/eo                                                                                                                  |          2 |        -37 |         -6 |         -3 |        -46 |
| ../env/lib/python3.12/site-packages/django/conf/locale/es                                                                                                                  |          2 |        -23 |         -6 |         -3 |        -32 |
| ../env/lib/python3.12/site-packages/django/conf/locale/es_AR                                                                                                               |          2 |        -23 |         -6 |         -3 |        -32 |
| ../env/lib/python3.12/site-packages/django/conf/locale/es_CO                                                                                                               |          2 |        -24 |         -2 |         -2 |        -28 |
| ../env/lib/python3.12/site-packages/django/conf/locale/es_MX                                                                                                               |          2 |        -24 |         -2 |         -2 |        -28 |
| ../env/lib/python3.12/site-packages/django/conf/locale/es_NI                                                                                                               |          2 |        -24 |         -2 |         -2 |        -28 |
| ../env/lib/python3.12/site-packages/django/conf/locale/es_PR                                                                                                               |          2 |        -23 |         -2 |         -4 |        -29 |
| ../env/lib/python3.12/site-packages/django/conf/locale/et                                                                                                                  |          2 |         -6 |        -14 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/eu                                                                                                                  |          2 |        -11 |         -9 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/fa                                                                                                                  |          2 |        -10 |        -10 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/fi                                                                                                                  |          2 |        -28 |         -6 |         -4 |        -38 |
| ../env/lib/python3.12/site-packages/django/conf/locale/fr                                                                                                                  |          2 |        -20 |         -6 |         -3 |        -29 |
| ../env/lib/python3.12/site-packages/django/conf/locale/fr_BE                                                                                                               |          2 |        -25 |         -6 |         -3 |        -34 |
| ../env/lib/python3.12/site-packages/django/conf/locale/fr_CA                                                                                                               |          2 |        -23 |         -6 |         -3 |        -32 |
| ../env/lib/python3.12/site-packages/django/conf/locale/fr_CH                                                                                                               |          2 |        -25 |         -6 |         -3 |        -34 |
| ../env/lib/python3.12/site-packages/django/conf/locale/fy                                                                                                                  |          2 |          0 |        -20 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ga                                                                                                                  |          2 |         -6 |        -14 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/gd                                                                                                                  |          2 |         -9 |        -11 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/gl                                                                                                                  |          2 |        -10 |        -10 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/he                                                                                                                  |          2 |         -9 |        -11 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/hi                                                                                                                  |          2 |         -6 |        -14 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/hr                                                                                                                  |          2 |        -35 |         -7 |         -4 |        -46 |
| ../env/lib/python3.12/site-packages/django/conf/locale/hu                                                                                                                  |          2 |        -23 |         -6 |         -3 |        -32 |
| ../env/lib/python3.12/site-packages/django/conf/locale/id                                                                                                                  |          2 |        -39 |         -6 |         -6 |        -51 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ig                                                                                                                  |          2 |        -25 |         -6 |         -3 |        -34 |
| ../env/lib/python3.12/site-packages/django/conf/locale/is                                                                                                                  |          2 |         -8 |        -12 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/it                                                                                                                  |          2 |        -36 |         -6 |         -3 |        -45 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ja                                                                                                                  |          2 |        -10 |        -10 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ka                                                                                                                  |          2 |        -35 |        -12 |         -3 |        -50 |
| ../env/lib/python3.12/site-packages/django/conf/locale/km                                                                                                                  |          2 |         -8 |        -12 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/kn                                                                                                                  |          2 |         -4 |        -16 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ko                                                                                                                  |          2 |        -36 |        -16 |         -4 |        -56 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ky                                                                                                                  |          2 |        -25 |         -6 |         -3 |        -34 |
| ../env/lib/python3.12/site-packages/django/conf/locale/lt                                                                                                                  |          2 |        -38 |         -6 |         -3 |        -47 |
| ../env/lib/python3.12/site-packages/django/conf/locale/lv                                                                                                                  |          2 |        -38 |         -7 |         -3 |        -48 |
| ../env/lib/python3.12/site-packages/django/conf/locale/mk                                                                                                                  |          2 |        -31 |         -6 |         -5 |        -42 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ml                                                                                                                  |          2 |        -27 |        -15 |         -3 |        -45 |
| ../env/lib/python3.12/site-packages/django/conf/locale/mn                                                                                                                  |          2 |         -3 |        -17 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ms                                                                                                                  |          2 |        -31 |         -6 |         -3 |        -40 |
| ../env/lib/python3.12/site-packages/django/conf/locale/nb                                                                                                                  |          2 |        -27 |        -13 |         -3 |        -43 |
| ../env/lib/python3.12/site-packages/django/conf/locale/nl                                                                                                                  |          2 |        -58 |        -33 |         -3 |        -94 |
| ../env/lib/python3.12/site-packages/django/conf/locale/nn                                                                                                                  |          2 |        -27 |        -13 |         -3 |        -43 |
| ../env/lib/python3.12/site-packages/django/conf/locale/pl                                                                                                                  |          2 |        -21 |         -8 |         -3 |        -32 |
| ../env/lib/python3.12/site-packages/django/conf/locale/pt                                                                                                                  |          2 |        -27 |        -11 |         -3 |        -41 |
| ../env/lib/python3.12/site-packages/django/conf/locale/pt_BR                                                                                                               |          2 |        -23 |        -10 |         -3 |        -36 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ro                                                                                                                  |          2 |        -28 |         -6 |         -3 |        -37 |
| ../env/lib/python3.12/site-packages/django/conf/locale/ru                                                                                                                  |          2 |        -23 |         -6 |         -3 |        -32 |
| ../env/lib/python3.12/site-packages/django/conf/locale/sk                                                                                                                  |          2 |        -21 |         -8 |         -3 |        -32 |
| ../env/lib/python3.12/site-packages/django/conf/locale/sl                                                                                                                  |          2 |        -35 |         -6 |         -5 |        -46 |
| ../env/lib/python3.12/site-packages/django/conf/locale/sq                                                                                                                  |          2 |         -7 |        -13 |         -3 |        -23 |
| ../env/lib/python3.12/site-packages/django/conf/locale/sr                                                                                                                  |          2 |        -31 |        -12 |         -3 |        -46 |
